_Id,_PostId,_VoteTypeId,_CreationDate
355,81,2,2012-03-11T00:00:00.000
380,81,3,2012-03-16T00:00:00.000
317,82,2,2012-03-07T00:00:00.000
494,82,2,2012-05-13T00:00:00.000
319,83,2,2012-03-07T00:00:00.000
320,83,2,2012-03-08T00:00:00.000
322,83,2,2012-03-08T00:00:00.000
323,83,2,2012-03-08T00:00:00.000
343,83,2,2012-03-09T00:00:00.000
344,83,2,2012-03-09T00:00:00.000
357,83,2,2012-03-12T00:00:00.000
324,84,2,2012-03-08T00:00:00.000
325,84,2,2012-03-08T00:00:00.000
330,84,2,2012-03-08T00:00:00.000
332,84,2,2012-03-08T00:00:00.000
345,84,2,2012-03-09T00:00:00.000
349,84,2,2012-03-10T00:00:00.000
370,84,2,2012-03-15T00:00:00.000
331,85,2,2012-03-08T00:00:00.000
333,85,2,2012-03-08T00:00:00.000
342,85,2,2012-03-08T00:00:00.000
348,86,2,2012-03-09T00:00:00.000
386,86,2,2012-03-17T00:00:00.000
8354,86,2,2014-09-07T00:00:00.000
10632,86,2,2014-12-26T00:00:00.000
12268,86,2,2015-01-24T00:00:00.000
28027,86,2,2018-03-13T00:00:00.000
352,87,2,2012-03-11T00:00:00.000
458,87,2,2012-05-01T00:00:00.000
491,87,2,2012-05-11T00:00:00.000
736,87,2,2012-07-27T00:00:00.000
4830,87,2,2014-03-10T00:00:00.000
4841,87,2,2014-03-11T00:00:00.000
13348,87,2,2015-04-01T00:00:00.000
23949,87,2,2016-12-30T00:00:00.000
12267,88,2,2015-01-24T00:00:00.000
12453,88,2,2015-02-10T00:00:00.000
28028,88,2,2018-03-13T00:00:00.000
359,89,2,2012-03-13T00:00:00.000
366,89,2,2012-03-13T00:00:00.000
368,89,2,2012-03-14T00:00:00.000
369,89,2,2012-03-14T00:00:00.000
373,89,2,2012-03-15T00:00:00.000
378,89,2,2012-03-16T00:00:00.000
391,89,2,2012-03-18T00:00:00.000
741,89,2,2012-07-27T00:00:00.000
3966,89,2,2013-10-28T00:00:00.000
27497,89,15,2018-02-21T00:00:00.000
27498,89,15,2018-02-21T00:00:00.000
27508,89,15,2018-02-22T00:00:00.000
27511,89,15,2018-02-23T00:00:00.000
27748,89,2,2018-03-03T00:00:00.000
33883,89,2,2019-10-22T00:00:00.000
372,90,2,2012-03-15T00:00:00.000
374,90,2,2012-03-15T00:00:00.000
375,90,2,2012-03-15T00:00:00.000
383,90,2,2012-03-16T00:00:00.000
390,90,2,2012-03-18T00:00:00.000
3965,90,2,2013-10-28T00:00:00.000
3968,90,2,2013-10-28T00:00:00.000
3969,90,2,2013-10-29T00:00:00.000
382,91,2,2012-03-16T00:00:00.000
385,91,2,2012-03-16T00:00:00.000
388,91,2,2012-03-17T00:00:00.000
607,91,2,2012-05-31T00:00:00.000
735,91,2,2012-07-27T00:00:00.000
13109,91,2,2015-03-17T00:00:00.000
394,92,2,2012-03-19T00:00:00.000
396,92,2,2012-03-19T00:00:00.000
399,92,2,2012-03-19T00:00:00.000
400,92,2,2012-03-19T00:00:00.000
429,92,2,2012-03-29T00:00:00.000
444,92,2,2012-04-22T00:00:00.000
397,93,2,2012-03-19T00:00:00.000
398,93,2,2012-03-19T00:00:00.000
401,93,2,2012-03-19T00:00:00.000
402,93,2,2012-03-19T00:00:00.000
403,93,2,2012-03-20T00:00:00.000
446,93,2,2012-04-22T00:00:00.000
405,94,2,2012-03-23T00:00:00.000
406,95,2,2012-03-25T00:00:00.000
408,96,2,2012-03-25T00:00:00.000
417,97,2,2012-03-27T00:00:00.000
421,97,2,2012-03-27T00:00:00.000
48959,97,2,2024-02-26T00:00:00.000
411,98,2,2012-03-27T00:00:00.000
412,98,1,2012-03-27T00:00:00.000
414,98,2,2012-03-27T00:00:00.000
416,98,2,2012-03-27T00:00:00.000
418,98,2,2012-03-27T00:00:00.000
419,98,2,2012-03-27T00:00:00.000
1261,98,2,2012-11-19T00:00:00.000
21217,98,2,2016-07-02T00:00:00.000
48960,98,2,2024-02-26T00:00:00.000
415,99,2,2012-03-27T00:00:00.000
420,99,2,2012-03-27T00:00:00.000
424,99,2,2012-03-28T00:00:00.000
10404,99,2,2014-12-15T00:00:00.000
10418,99,2,2014-12-15T00:00:00.000
16976,99,2,2015-09-09T00:00:00.000
425,100,2,2012-03-28T00:00:00.000
426,100,2,2012-03-29T00:00:00.000
10406,100,2,2014-12-15T00:00:00.000
10419,100,2,2014-12-15T00:00:00.000
16978,100,2,2015-09-09T00:00:00.000
427,101,2,2012-03-29T00:00:00.000
431,101,2,2012-03-31T00:00:00.000
10405,101,2,2014-12-15T00:00:00.000
10420,101,2,2014-12-15T00:00:00.000
16977,101,2,2015-09-09T00:00:00.000
428,102,2,2012-03-29T00:00:00.000
423,103,2,2012-03-28T00:00:00.000
430,103,2,2012-03-29T00:00:00.000
432,104,2,2012-04-04T00:00:00.000
433,104,2,2012-04-04T00:00:00.000
435,104,2,2012-04-04T00:00:00.000
441,104,2,2012-04-07T00:00:00.000
442,104,2,2012-04-11T00:00:00.000
763,104,2,2012-08-07T00:00:00.000
920,104,2,2012-10-11T00:00:00.000
923,104,2,2012-10-11T00:00:00.000
4304,104,2,2014-01-15T00:00:00.000
4315,104,2,2014-01-17T00:00:00.000
434,105,2,2012-04-04T00:00:00.000
436,105,2,2012-04-04T00:00:00.000
437,105,2,2012-04-04T00:00:00.000
440,105,2,2012-04-05T00:00:00.000
443,105,2,2012-04-14T00:00:00.000
445,105,2,2012-04-22T00:00:00.000
476,105,2,2012-05-09T00:00:00.000
764,105,2,2012-08-07T00:00:00.000
864,105,2,2012-09-14T00:00:00.000
921,105,2,2012-10-11T00:00:00.000
924,105,2,2012-10-11T00:00:00.000
925,105,2,2012-10-12T00:00:00.000
946,105,2,2012-10-16T00:00:00.000
4305,105,2,2014-01-15T00:00:00.000
4306,105,1,2014-01-15T00:00:00.000
4309,105,2,2014-01-16T00:00:00.000
4316,105,2,2014-01-17T00:00:00.000
4434,105,2,2014-01-30T00:00:00.000
18895,105,2,2016-02-09T00:00:00.000
447,106,2,2012-04-27T00:00:00.000
448,106,2,2012-04-27T00:00:00.000
450,106,2,2012-04-30T00:00:00.000
496,106,2,2012-05-18T00:00:00.000
455,107,2,2012-05-01T00:00:00.000
3219,107,2,2013-05-22T00:00:00.000
453,108,2,2012-04-30T00:00:00.000
456,108,2,2012-05-01T00:00:00.000
457,109,2,2012-05-01T00:00:00.000
23025,109,2,2016-11-23T00:00:00.000
10681,110,2,2014-12-28T00:00:00.000
462,111,2,2012-05-04T00:00:00.000
467,111,2,2012-05-07T00:00:00.000
469,111,2,2012-05-08T00:00:00.000
772,111,2,2012-08-23T00:00:00.000
1156,111,2,2012-11-09T00:00:00.000
2884,111,2,2013-03-30T00:00:00.000
3260,111,2,2013-05-29T00:00:00.000
4239,111,2,2014-01-06T00:00:00.000
37417,111,2,2020-10-12T00:00:00.000
461,112,2,2012-05-04T00:00:00.000
463,112,2,2012-05-04T00:00:00.000
466,112,2,2012-05-07T00:00:00.000
773,112,2,2012-08-23T00:00:00.000
1171,112,2,2012-11-12T00:00:00.000
2882,112,2,2013-03-30T00:00:00.000
3247,112,2,2013-05-28T00:00:00.000
4241,112,2,2014-01-06T00:00:00.000
37418,112,3,2020-10-12T00:00:00.000
464,113,2,2012-05-05T00:00:00.000
465,113,2,2012-05-07T00:00:00.000
472,113,2,2012-05-08T00:00:00.000
475,113,2,2012-05-09T00:00:00.000
589,113,2,2012-05-31T00:00:00.000
713,113,2,2012-07-23T00:00:00.000
771,113,2,2012-08-23T00:00:00.000
857,113,2,2012-09-12T00:00:00.000
2883,113,2,2013-03-30T00:00:00.000
3246,113,2,2013-05-28T00:00:00.000
13550,113,2,2015-04-17T00:00:00.000
22068,113,2,2016-08-23T00:00:00.000
26938,113,2,2018-01-06T00:00:00.000
37416,113,3,2020-10-12T00:00:00.000
468,114,2,2012-05-07T00:00:00.000
477,114,3,2012-05-10T00:00:00.000
2881,114,3,2013-03-30T00:00:00.000
3248,114,2,2013-05-28T00:00:00.000
17602,114,2,2015-10-25T00:00:00.000
37415,114,2,2020-10-12T00:00:00.000
471,115,2,2012-05-08T00:00:00.000
564,115,2,2012-05-27T00:00:00.000
473,116,2,2012-05-08T00:00:00.000
480,116,2,2012-05-10T00:00:00.000
488,116,2,2012-05-11T00:00:00.000
577,116,2,2012-05-29T00:00:00.000
868,116,2,2012-09-14T00:00:00.000
474,117,2,2012-05-08T00:00:00.000
478,117,2,2012-05-10T00:00:00.000
479,117,2,2012-05-10T00:00:00.000
486,117,1,2012-05-11T00:00:00.000
487,117,2,2012-05-11T00:00:00.000
578,117,2,2012-05-29T00:00:00.000
867,117,2,2012-09-14T00:00:00.000
17310,117,2,2015-09-30T00:00:00.000
484,118,2,2012-05-11T00:00:00.000
489,118,2,2012-05-11T00:00:00.000
495,118,2,2012-05-16T00:00:00.000
499,118,2,2012-05-20T00:00:00.000
567,118,2,2012-05-28T00:00:00.000
568,118,2,2012-05-29T00:00:00.000
675,118,2,2012-07-05T00:00:00.000
740,118,2,2012-07-27T00:00:00.000
3265,118,2,2013-05-29T00:00:00.000
483,119,2,2012-05-10T00:00:00.000
490,119,2,2012-05-11T00:00:00.000
498,119,2,2012-05-20T00:00:00.000
500,119,2,2012-05-20T00:00:00.000
576,119,2,2012-05-29T00:00:00.000
492,120,2,2012-05-11T00:00:00.000
497,120,2,2012-05-20T00:00:00.000
501,120,2,2012-05-20T00:00:00.000
3234,120,2,2013-05-27T00:00:00.000
23973,120,2,2017-01-01T00:00:00.000
