_Id,_UserId,_Name,_Date,_Class,_TagBased
176,16,Editor,2016-01-14T14:59:19.683,3,False
184,11,Editor,2016-01-15T03:32:44.410,3,False
208,298,Editor,2016-01-21T20:53:43.920,3,False
239,334,Editor,2016-02-02T10:33:53.093,3,False
264,127,Editor,2016-02-15T12:11:03.147,3,False
266,98,Editor,2016-02-15T15:43:49.333,3,False
269,115,Editor,2016-02-15T17:10:35.593,3,False
289,233,Editor,2016-03-29T17:27:58.917,3,False
316,26,Editor,2016-05-08T21:36:58.470,3,False
326,1211,Editor,2016-05-11T08:03:00.443,3,False
337,2111,Editor,2016-06-12T03:07:39.070,3,False
361,168,Editor,2016-07-05T08:28:00.060,3,False
400,4762,Editor,2016-11-27T15:15:31.713,3,False
425,2146,Editor,2016-12-23T21:06:32.610,3,False
544,6417,Editor,2017-06-07T20:12:54.340,3,False
567,8103,Editor,2017-08-13T15:40:00.913,3,False
712,13,Editor,2018-05-23T14:03:02.540,3,False
751,5740,Editor,2018-07-05T12:04:41.190,3,False
756,8884,Editor,2018-07-08T11:54:17.130,3,False
760,4927,Editor,2018-07-11T15:04:45.730,3,False
792,10684,Editor,2018-08-15T21:45:13.623,3,False
818,5,Editor,2018-09-14T00:45:23.683,3,False
834,12377,Editor,2018-10-07T18:30:04.247,3,False
840,150,Editor,2018-10-15T11:45:02.260,3,False
913,4808,Editor,2019-01-14T08:30:12.437,3,False
1008,4922,Editor,2019-07-30T11:30:03.030,3,False
1025,11157,Editor,2019-09-01T21:30:01.780,3,False
1047,12562,Editor,2019-10-25T20:30:08.470,3,False
1063,11242,Editor,2019-11-11T23:15:09.467,3,False
1103,19195,Editor,2019-11-20T01:15:07.753,3,False
1129,7,Editor,2020-01-03T04:30:04.430,3,False
1245,2082,Editor,2020-09-13T23:32:40.317,3,False
1338,26170,Editor,2021-02-02T03:32:15.197,3,False
2616,35838,Editor,2022-10-25T19:36:00.810,3,False
2795,36802,Editor,2023-12-05T21:18:00.343,3,False
2845,2338,Editor,2024-02-09T13:50:30.667,3,False
2854,34132,Editor,2024-02-21T02:33:50.493,3,False
1010,5740,Cleanup,2019-08-01T06:45:06.387,3,False
68,119,Organizer,2016-01-12T23:15:13.470,3,False
69,1,Organizer,2016-01-12T23:30:10.593,3,False
318,115,Organizer,2016-05-09T16:26:18.343,3,False
352,2333,Organizer,2016-06-30T09:53:16.193,3,False
370,98,Organizer,2016-08-10T14:04:32.653,3,False
733,4762,Organizer,2018-06-15T11:01:50.287,3,False
819,5,Organizer,2018-09-14T00:45:23.683,3,False
842,11242,Organizer,2018-10-22T14:45:13.617,3,False
885,8884,Organizer,2019-01-08T15:00:01.223,3,False
989,13,Organizer,2019-06-24T18:30:02.073,3,False
1109,5740,Organizer,2019-11-27T12:00:30.750,3,False
2413,11333,Organizer,2021-07-16T16:03:50.323,3,False
2560,30940,Organizer,2022-06-24T16:04:00.393,3,False
2572,29400,Organizer,2022-08-04T17:30:10.050,3,False
2687,26928,Organizer,2023-05-03T15:33:45.610,3,False
11,23,Supporter,2016-01-12T19:50:26.590,3,False
14,30,Supporter,2016-01-12T20:05:30.667,3,False
15,54,Supporter,2016-01-12T20:05:30.667,3,False
22,16,Supporter,2016-01-12T20:26:43.607,3,False
23,53,Supporter,2016-01-12T20:26:43.607,3,False
24,65,Supporter,2016-01-12T20:26:43.607,3,False
35,60,Supporter,2016-01-12T21:01:51.573,3,False
36,72,Supporter,2016-01-12T21:01:51.573,3,False
42,10,Supporter,2016-01-12T21:16:57.803,3,False
43,20,Supporter,2016-01-12T21:16:57.803,3,False
44,43,Supporter,2016-01-12T21:16:57.803,3,False
46,95,Supporter,2016-01-12T21:35:29.053,3,False
52,62,Supporter,2016-01-12T22:05:47.840,3,False
53,100,Supporter,2016-01-12T22:05:47.840,3,False
64,1,Supporter,2016-01-12T22:42:43.153,3,False
76,26,Supporter,2016-01-12T23:53:37.053,3,False
77,61,Supporter,2016-01-12T23:53:37.053,3,False
78,127,Supporter,2016-01-12T23:53:37.053,3,False
88,143,Supporter,2016-01-13T01:19:39.837,3,False
92,148,Supporter,2016-01-13T01:49:39.810,3,False
95,147,Supporter,2016-01-13T02:20:43.663,3,False
98,158,Supporter,2016-01-13T04:25:03.700,3,False
101,47,Supporter,2016-01-13T05:00:16.223,3,False
103,163,Supporter,2016-01-13T05:49:58.227,3,False
115,177,Supporter,2016-01-13T09:42:25.823,3,False
121,156,Supporter,2016-01-13T12:56:53.860,3,False
123,138,Supporter,2016-01-13T13:29:29.090,3,False
126,115,Supporter,2016-01-13T14:03:43.273,3,False
127,116,Supporter,2016-01-13T14:03:43.273,3,False
130,36,Supporter,2016-01-13T14:40:45.073,3,False
132,2,Supporter,2016-01-13T15:16:14.087,3,False
144,58,Supporter,2016-01-13T17:13:41.480,3,False
147,131,Supporter,2016-01-13T17:59:46.537,3,False
149,126,Supporter,2016-01-13T19:45:12.650,3,False
159,11,Supporter,2016-01-14T03:51:32.450,3,False
160,107,Supporter,2016-01-14T05:06:32.433,3,False
170,214,Supporter,2016-01-14T13:21:22.570,3,False
178,234,Supporter,2016-01-14T15:31:45.940,3,False
179,63,Supporter,2016-01-15T00:30:57.510,3,False
182,219,Supporter,2016-01-15T01:41:36.980,3,False
186,244,Supporter,2016-01-15T08:51:38.823,3,False
192,40,Supporter,2016-01-18T19:22:00.083,3,False
195,48,Supporter,2016-01-19T20:56:24.263,3,False
202,298,Supporter,2016-01-20T20:04:09.060,3,False
207,160,Supporter,2016-01-21T16:55:24.890,3,False
212,320,Supporter,2016-01-24T22:47:40.477,3,False
213,168,Supporter,2016-01-25T15:30:51.573,3,False
214,327,Supporter,2016-01-26T10:42:03.943,3,False
225,29,Supporter,2016-01-28T18:10:45.543,3,False
228,150,Supporter,2016-01-29T05:07:27.830,3,False
232,98,Supporter,2016-02-02T00:08:48.017,3,False
234,360,Supporter,2016-02-02T07:08:22.127,3,False
237,365,Supporter,2016-02-02T09:15:42.377,3,False
252,468,Supporter,2016-02-08T19:42:12.613,3,False
259,44,Supporter,2016-02-10T10:42:23.587,3,False
268,545,Supporter,2016-02-15T16:35:00.823,3,False
273,285,Supporter,2016-02-25T23:59:48.453,3,False
281,612,Supporter,2016-03-13T01:08:19.210,3,False
283,1008,Supporter,2016-03-16T12:24:08.937,3,False
287,1127,Supporter,2016-03-28T19:13:41.707,3,False
300,1570,Supporter,2016-04-27T20:54:56.143,3,False
315,1656,Supporter,2016-05-06T23:13:33.793,3,False
325,1211,Supporter,2016-05-11T04:56:53.503,3,False
328,7,Supporter,2016-05-14T00:32:34.917,3,False
334,1431,Supporter,2016-06-05T08:15:13.397,3,False
336,2111,Supporter,2016-06-12T02:52:35.950,3,False
346,2172,Supporter,2016-06-20T16:38:21.297,3,False
353,2333,Supporter,2016-06-30T09:53:16.193,3,False
371,2627,Supporter,2016-08-11T12:38:10.980,3,False
377,3782,Supporter,2016-09-03T22:24:47.883,3,False
389,4762,Supporter,2016-11-03T07:18:24.027,3,False
391,4897,Supporter,2016-11-15T13:18:53.897,3,False
398,4927,Supporter,2016-11-21T11:51:22.340,3,False
405,334,Supporter,2016-12-06T08:24:44.620,3,False
408,2176,Supporter,2016-12-14T10:24:22.837,3,False
410,2146,Supporter,2016-12-14T17:27:04.810,3,False
411,233,Supporter,2016-12-15T13:54:09.610,3,False
416,4177,Supporter,2016-12-19T12:52:45.560,3,False
420,5319,Supporter,2016-12-20T17:23:10.533,3,False
423,4808,Supporter,2016-12-22T10:31:55.090,3,False
427,1400,Supporter,2016-12-24T16:21:31.463,3,False
431,4922,Supporter,2017-01-02T18:40:21.477,3,False
474,5260,Supporter,2017-01-15T19:08:51.340,3,False
483,2541,Supporter,2017-01-28T22:22:42.297,3,False
507,5518,Supporter,2017-03-17T23:19:59.363,3,False
534,6417,Supporter,2017-05-29T05:42:01.020,3,False
568,8103,Supporter,2017-08-13T15:40:00.913,3,False
594,8353,Supporter,2017-10-13T17:18:57.967,3,False
600,5576,Supporter,2017-11-15T12:21:20.350,3,False
651,6258,Supporter,2018-01-17T14:19:44.083,3,False
662,6853,Supporter,2018-02-04T19:52:32.470,3,False
663,776,Supporter,2018-02-04T20:25:27.200,3,False
666,9345,Supporter,2018-02-13T11:01:35.187,3,False
679,481,Supporter,2018-03-16T13:37:44.033,3,False
692,10392,Supporter,2018-04-03T12:25:14.410,3,False
696,5168,Supporter,2018-04-12T03:48:16.990,3,False
